frame_index,frame_url,heading,text_content,link_count,links
0,https://www.scrapethissite.com/pages/frames/?frame=i,Carettochelyidae,Turtles All the Way Down: Frames & iFrames | Scrape This Site | A public sandbox for learning web scraping Scrape This Site Sandbox Lessons FAQ Login Carettochelyidae Learn more → Cheloniidae Learn more → Chelydridae Learn more → Dermatemydidae Learn more → Dermochelyidae Learn more → Emydidae Learn,19,/; /pages/; /lessons/; /faq/; /login/; /pages/frames/?frame=i&family=Carettochelyidae; /pages/frames/?frame=i&family=Cheloniidae; /pages/frames/?frame=i&family=Chelydridae; /pages/frames/?frame=i&family=Dermatemydidae; /pages/frames/?frame=i&family=Dermochelyidae; /pages/frames/?frame=i&family=Emydidae; /pages/frames/?frame=i&family=Geoemydidae; /pages/frames/?frame=i&family=Kinosternidae; /pages/frames/?frame=i&family=Platysternidae; /pages/frames/?frame=i&family=Testudinidae; /pages/frames/?frame=i&family=Trionychidae; /pages/frames/?frame=i&family=Chelidae; /pages/frames/?frame=i&family=Pelomedusidae; /pages/frames/?frame=i&family=Podocnemididae
